,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
21524,2.74,5.4,0.0,0.0,45.25,100.0,18900,Weekday,Monday,Light_Load
21525,2.7,5.36,0.0,0.0,44.99,100.0,19800,Weekday,Monday,Light_Load
21526,2.7,5.29,0.0,0.0,45.46,100.0,20700,Weekday,Monday,Light_Load
21527,2.66,5.18,0.0,0.0,45.68,100.0,21600,Weekday,Monday,Light_Load
21528,2.66,5.18,0.0,0.0,45.68,100.0,22500,Weekday,Monday,Light_Load
21529,2.63,5.22,0.0,0.0,44.99,100.0,23400,Weekday,Monday,Light_Load
21530,2.74,5.18,0.0,0.0,46.76,100.0,24300,Weekday,Monday,Light_Load
21531,2.7,5.26,0.0,0.0,45.67,100.0,25200,Weekday,Monday,Light_Load
21532,2.7,5.62,0.0,0.0,43.3,100.0,26100,Weekday,Monday,Light_Load
21533,3.53,5.62,0.0,0.0,53.19,100.0,27000,Weekday,Monday,Light_Load
21534,4.03,5.29,0.0,0.0,60.6,100.0,27900,Weekday,Monday,Light_Load
21535,3.85,4.75,0.0,0.0,62.97,100.0,28800,Weekday,Monday,Light_Load
21536,26.64,27.32,0.0,0.01,69.81,100.0,29700,Weekday,Monday,Light_Load
21537,92.23,64.91,0.0,0.04,81.78,100.0,30600,Weekday,Monday,Light_Load
21538,82.08,61.38,0.0,0.04,80.08,100.0,31500,Weekday,Monday,Light_Load
21539,119.92,59.8,0.0,0.05,89.49,100.0,32400,Weekday,Monday,Light_Load
21540,92.34,47.16,0.0,0.04,89.06,100.0,33300,Weekday,Monday,Medium_Load
21541,110.2,50.44,0.0,0.05,90.93,100.0,34200,Weekday,Monday,Medium_Load
21542,89.78,41.54,0.0,0.04,90.76,100.0,35100,Weekday,Monday,Medium_Load
21543,106.34,43.31,0.0,0.05,92.61,100.0,36000,Weekday,Monday,Medium_Load
21544,84.31,32.9,0.0,0.04,93.16,100.0,36900,Weekday,Monday,Maximum_Load
21545,104.62,43.02,0.0,0.05,92.49,100.0,37800,Weekday,Monday,Maximum_Load
21546,81.94,37.98,0.0,0.04,90.73,100.0,38700,Weekday,Monday,Maximum_Load
21547,100.66,43.7,0.0,0.05,91.73,100.0,39600,Weekday,Monday,Maximum_Load
21548,101.99,53.75,0.0,0.05,88.47,100.0,40500,Weekday,Monday,Maximum_Load
21549,81.54,47.16,0.0,0.04,86.56,100.0,41400,Weekday,Monday,Maximum_Load
21550,100.94,53.82,0.0,0.05,88.24,100.0,42300,Weekday,Monday,Maximum_Load
21551,96.55,58.72,0.0,0.04,85.44,100.0,43200,Weekday,Monday,Maximum_Load
21552,28.87,7.96,1.98,0.01,96.4,99.77,44100,Weekday,Monday,Medium_Load
21553,24.01,0.9,5.0,0.01,99.93,97.9,45000,Weekday,Monday,Medium_Load
21554,4.97,0.0,13.86,0.0,100.0,33.75,45900,Weekday,Monday,Medium_Load
21555,4.97,0.0,13.97,0.0,100.0,33.52,46800,Weekday,Monday,Medium_Load
21556,60.48,27.4,5.69,0.03,91.09,99.56,47700,Weekday,Monday,Maximum_Load
21557,90.07,46.87,0.0,0.04,88.71,100.0,48600,Weekday,Monday,Maximum_Load
21558,107.6,53.24,0.0,0.05,89.63,100.0,49500,Weekday,Monday,Maximum_Load
21559,111.46,61.38,0.0,0.05,87.6,100.0,50400,Weekday,Monday,Maximum_Load
21560,105.19,47.84,0.0,0.05,91.03,100.0,51300,Weekday,Monday,Maximum_Load
21561,85.75,36.14,0.0,0.04,92.15,100.0,52200,Weekday,Monday,Maximum_Load
21562,109.19,50.4,0.0,0.05,90.79,100.0,53100,Weekday,Monday,Maximum_Load
21563,93.6,45.07,0.0,0.04,90.1,100.0,54000,Weekday,Monday,Maximum_Load
21564,57.56,36.68,0.0,0.03,84.33,100.0,54900,Weekday,Monday,Maximum_Load
21565,57.64,34.52,0.0,0.03,85.79,100.0,55800,Weekday,Monday,Maximum_Load
21566,75.64,45.86,0.0,0.03,85.51,100.0,56700,Weekday,Monday,Maximum_Load
21567,76.1,38.38,0.0,0.03,89.29,100.0,57600,Weekday,Monday,Maximum_Load
21568,91.98,39.2,0.0,0.04,91.99,100.0,58500,Weekday,Monday,Maximum_Load
21569,85.18,46.15,0.0,0.04,87.92,100.0,59400,Weekday,Monday,Maximum_Load
21570,102.64,52.99,0.0,0.05,88.86,100.0,60300,Weekday,Monday,Maximum_Load
21571,110.05,49.21,0.0,0.05,91.29,100.0,61200,Weekday,Monday,Maximum_Load
21572,95.36,48.17,0.0,0.04,89.26,100.0,62100,Weekday,Monday,Medium_Load
21573,101.2,43.92,0.0,0.05,91.73,100.0,63000,Weekday,Monday,Medium_Load
21574,35.21,3.67,3.24,0.02,99.46,99.58,63900,Weekday,Monday,Medium_Load
21575,32.11,1.48,3.2,0.01,99.89,99.51,64800,Weekday,Monday,Medium_Load
21576,68.29,40.28,0.0,0.03,86.13,100.0,65700,Weekday,Monday,Medium_Load
21577,86.9,56.16,0.0,0.04,83.99,100.0,66600,Weekday,Monday,Medium_Load
21578,103.1,55.8,0.0,0.05,87.95,100.0,67500,Weekday,Monday,Medium_Load
21579,70.13,33.44,0.0,0.03,90.26,100.0,68400,Weekday,Monday,Medium_Load
21580,103.68,47.95,0.0,0.05,90.76,100.0,69300,Weekday,Monday,Medium_Load
21581,88.74,43.56,0.0,0.04,89.77,100.0,70200,Weekday,Monday,Medium_Load
21582,104.4,48.85,0.0,0.05,90.58,100.0,71100,Weekday,Monday,Medium_Load
21583,83.63,38.95,0.0,0.04,90.65,100.0,72000,Weekday,Monday,Medium_Load
21584,99.68,45.25,0.0,0.05,91.06,100.0,72900,Weekday,Monday,Medium_Load
21585,91.98,45.04,0.0,0.04,89.81,100.0,73800,Weekday,Monday,Medium_Load
21586,105.37,48.82,0.0,0.05,90.73,100.0,74700,Weekday,Monday,Medium_Load
21587,68.29,26.21,3.85,0.03,93.36,99.84,75600,Weekday,Monday,Medium_Load
21588,6.05,0.0,15.8,0.0,100.0,35.76,76500,Weekday,Monday,Medium_Load
21589,4.61,0.0,13.93,0.0,100.0,31.42,77400,Weekday,Monday,Medium_Load
21590,4.43,0.0,13.86,0.0,100.0,30.45,78300,Weekday,Monday,Medium_Load
21591,4.1,0.0,13.0,0.0,100.0,30.08,79200,Weekday,Monday,Medium_Load
21592,3.89,1.26,3.13,0.0,95.13,77.91,80100,Weekday,Monday,Medium_Load
21593,3.6,6.3,0.0,0.0,49.61,100.0,81000,Weekday,Monday,Medium_Load
21594,3.67,6.41,0.0,0.0,49.69,100.0,81900,Weekday,Monday,Medium_Load
21595,3.67,6.41,0.0,0.0,49.69,100.0,82800,Weekday,Monday,Medium_Load
21596,3.64,6.23,0.0,0.0,50.45,100.0,83700,Weekday,Monday,Light_Load
21597,2.99,6.19,0.0,0.0,43.5,100.0,84600,Weekday,Monday,Light_Load
21598,2.84,5.47,0.0,0.0,46.08,100.0,85500,Weekday,Monday,Light_Load
21599,2.84,5.0,0.0,0.0,49.39,100.0,0,Weekday,Monday,Light_Load
21600,2.84,5.08,0.0,0.0,48.8,100.0,900,Weekday,Tuesday,Light_Load
21601,3.06,5.26,0.0,0.0,50.28,100.0,1800,Weekday,Tuesday,Light_Load
21602,3.46,5.65,0.0,0.0,52.22,100.0,2700,Weekday,Tuesday,Light_Load
21603,2.81,5.26,0.0,0.0,47.12,100.0,3600,Weekday,Tuesday,Light_Load
21604,2.84,5.33,0.0,0.0,47.02,100.0,4500,Weekday,Tuesday,Light_Load
21605,2.92,5.4,0.0,0.0,47.57,100.0,5400,Weekday,Tuesday,Light_Load
21606,2.84,5.4,0.0,0.0,46.55,100.0,6300,Weekday,Tuesday,Light_Load
21607,2.84,5.51,0.0,0.0,45.81,100.0,7200,Weekday,Tuesday,Light_Load
21608,3.13,5.62,0.0,0.0,48.66,100.0,8100,Weekday,Tuesday,Light_Load
21609,3.02,5.69,0.0,0.0,46.88,100.0,9000,Weekday,Tuesday,Light_Load
21610,3.06,5.72,0.0,0.0,47.17,100.0,9900,Weekday,Tuesday,Light_Load
21611,3.02,5.76,0.0,0.0,46.44,100.0,10800,Weekday,Tuesday,Light_Load
21612,3.02,5.72,0.0,0.0,46.69,100.0,11700,Weekday,Tuesday,Light_Load
21613,3.06,5.87,0.0,0.0,46.23,100.0,12600,Weekday,Tuesday,Light_Load
21614,3.31,5.65,0.0,0.0,50.55,100.0,13500,Weekday,Tuesday,Light_Load
21615,3.56,5.58,0.0,0.0,53.79,100.0,14400,Weekday,Tuesday,Light_Load
21616,2.92,5.76,0.0,0.0,45.22,100.0,15300,Weekday,Tuesday,Light_Load
21617,2.92,5.8,0.0,0.0,44.97,100.0,16200,Weekday,Tuesday,Light_Load
21618,2.88,5.94,0.0,0.0,43.63,100.0,17100,Weekday,Tuesday,Light_Load
21619,2.92,5.98,0.0,0.0,43.88,100.0,18000,Weekday,Tuesday,Light_Load
21620,2.92,6.01,0.0,0.0,43.7,100.0,18900,Weekday,Tuesday,Light_Load
21621,2.92,6.05,0.0,0.0,43.47,100.0,19800,Weekday,Tuesday,Light_Load
21622,2.88,6.05,0.0,0.0,42.98,100.0,20700,Weekday,Tuesday,Light_Load
21623,2.88,6.08,0.0,0.0,42.81,100.0,21600,Weekday,Tuesday,Light_Load
21624,2.92,5.83,0.0,0.0,44.78,100.0,22500,Weekday,Tuesday,Light_Load
21625,3.46,5.94,0.0,0.0,50.33,100.0,23400,Weekday,Tuesday,Light_Load
21626,2.84,5.51,0.0,0.0,45.81,100.0,24300,Weekday,Tuesday,Light_Load
21627,2.81,5.36,0.0,0.0,46.43,100.0,25200,Weekday,Tuesday,Light_Load
21628,2.81,5.29,0.0,0.0,46.91,100.0,26100,Weekday,Tuesday,Light_Load
21629,3.35,4.86,0.0,0.0,56.75,100.0,27000,Weekday,Tuesday,Light_Load
21630,3.92,4.79,0.0,0.0,63.33,100.0,27900,Weekday,Tuesday,Light_Load
21631,3.67,4.57,0.0,0.0,62.62,100.0,28800,Weekday,Tuesday,Light_Load
21632,22.32,20.05,0.0,0.01,74.39,100.0,29700,Weekday,Tuesday,Light_Load
21633,101.63,71.39,0.0,0.05,81.83,100.0,30600,Weekday,Tuesday,Light_Load
21634,93.49,72.83,0.0,0.04,78.89,100.0,31500,Weekday,Tuesday,Light_Load
21635,69.41,31.72,0.0,0.03,90.95,100.0,32400,Weekday,Tuesday,Light_Load
21636,96.66,44.14,0.0,0.04,90.96,100.0,33300,Weekday,Tuesday,Medium_Load
21637,82.69,37.44,0.0,0.04,91.1,100.0,34200,Weekday,Tuesday,Medium_Load
21638,76.28,31.97,0.0,0.03,92.23,100.0,35100,Weekday,Tuesday,Medium_Load
21639,97.49,42.88,0.0,0.04,91.54,100.0,36000,Weekday,Tuesday,Medium_Load
21640,105.88,55.58,0.0,0.05,88.54,100.0,36900,Weekday,Tuesday,Maximum_Load
21641,91.8,47.88,0.0,0.04,88.66,100.0,37800,Weekday,Tuesday,Maximum_Load
21642,106.49,46.76,0.0,0.05,91.56,100.0,38700,Weekday,Tuesday,Maximum_Load
21643,57.28,25.88,0.0,0.03,91.13,100.0,39600,Weekday,Tuesday,Maximum_Load
21644,63.79,48.38,0.0,0.03,79.68,100.0,40500,Weekday,Tuesday,Maximum_Load
21645,72.68,64.22,0.0,0.03,74.94,100.0,41400,Weekday,Tuesday,Maximum_Load
21646,53.21,45.29,0.0,0.02,76.15,100.0,42300,Weekday,Tuesday,Maximum_Load
21647,72.86,56.99,0.0,0.03,78.77,100.0,43200,Weekday,Tuesday,Maximum_Load
21648,15.23,7.99,8.21,0.01,88.55,88.02,44100,Weekday,Tuesday,Medium_Load
21649,5.87,0.0,22.0,0.0,100.0,25.78,45000,Weekday,Tuesday,Medium_Load
21650,5.87,0.0,22.46,0.0,100.0,25.29,45900,Weekday,Tuesday,Medium_Load
21651,5.76,0.0,22.64,0.0,100.0,24.66,46800,Weekday,Tuesday,Medium_Load
21652,52.99,30.31,6.37,0.02,86.8,99.29,47700,Weekday,Tuesday,Maximum_Load
21653,63.25,40.61,0.0,0.03,84.15,100.0,48600,Weekday,Tuesday,Maximum_Load
21654,71.42,43.6,0.0,0.03,85.35,100.0,49500,Weekday,Tuesday,Maximum_Load
21655,66.1,46.55,0.0,0.03,81.76,100.0,50400,Weekday,Tuesday,Maximum_Load
21656,74.48,36.65,0.0,0.03,89.73,100.0,51300,Weekday,Tuesday,Maximum_Load
21657,96.12,38.27,0.0,0.04,92.91,100.0,52200,Weekday,Tuesday,Maximum_Load
21658,81.22,29.77,0.0,0.04,93.89,100.0,53100,Weekday,Tuesday,Maximum_Load
21659,96.7,32.62,0.0,0.04,94.75,100.0,54000,Weekday,Tuesday,Maximum_Load
21660,95.08,35.39,0.0,0.04,93.72,100.0,54900,Weekday,Tuesday,Maximum_Load
21661,75.92,24.55,0.0,0.03,95.15,100.0,55800,Weekday,Tuesday,Maximum_Load
21662,89.78,32.83,0.0,0.04,93.92,100.0,56700,Weekday,Tuesday,Maximum_Load
21663,93.64,34.78,0.0,0.04,93.74,100.0,57600,Weekday,Tuesday,Maximum_Load
21664,83.59,30.35,0.0,0.04,94.0,100.0,58500,Weekday,Tuesday,Maximum_Load
21665,88.09,32.11,0.0,0.04,93.95,100.0,59400,Weekday,Tuesday,Maximum_Load
21666,105.26,37.37,0.0,0.05,94.24,100.0,60300,Weekday,Tuesday,Maximum_Load
21667,86.0,31.57,0.0,0.04,93.87,100.0,61200,Weekday,Tuesday,Maximum_Load
21668,105.48,38.23,0.0,0.05,94.02,100.0,62100,Weekday,Tuesday,Medium_Load
21669,70.99,20.52,0.61,0.03,96.07,100.0,63000,Weekday,Tuesday,Medium_Load
21670,29.92,0.54,4.97,0.01,99.98,98.65,63900,Weekday,Tuesday,Medium_Load
21671,29.99,0.65,4.64,0.01,99.98,98.82,64800,Weekday,Tuesday,Medium_Load
21672,67.5,32.22,0.97,0.03,90.25,99.99,65700,Weekday,Tuesday,Medium_Load
21673,106.45,55.44,0.0,0.05,88.69,100.0,66600,Weekday,Tuesday,Medium_Load
21674,85.03,38.48,0.0,0.04,91.11,100.0,67500,Weekday,Tuesday,Medium_Load
21675,108.36,42.59,0.0,0.05,93.07,100.0,68400,Weekday,Tuesday,Medium_Load
21676,75.89,26.96,0.0,0.03,94.23,100.0,69300,Weekday,Tuesday,Medium_Load
21677,95.94,34.16,0.0,0.04,94.21,100.0,70200,Weekday,Tuesday,Medium_Load
21678,82.62,30.38,0.0,0.04,93.86,100.0,71100,Weekday,Tuesday,Medium_Load
21679,89.5,34.31,0.0,0.04,93.37,100.0,72000,Weekday,Tuesday,Medium_Load
21680,95.44,33.41,0.0,0.04,94.38,100.0,72900,Weekday,Tuesday,Medium_Load
21681,81.61,28.26,0.0,0.04,94.49,100.0,73800,Weekday,Tuesday,Medium_Load
21682,119.34,55.73,0.0,0.05,90.61,100.0,74700,Weekday,Tuesday,Medium_Load
21683,37.73,6.34,2.7,0.02,98.62,99.74,75600,Weekday,Tuesday,Medium_Load
21684,28.4,0.14,5.65,0.01,100.0,98.08,76500,Weekday,Tuesday,Medium_Load
21685,4.0,0.0,15.01,0.0,100.0,25.75,77400,Weekday,Tuesday,Medium_Load
21686,3.89,0.0,14.9,0.0,100.0,25.26,78300,Weekday,Tuesday,Medium_Load
21687,3.85,0.0,14.29,0.0,100.0,26.01,79200,Weekday,Tuesday,Medium_Load
21688,3.42,1.01,4.1,0.0,95.91,64.06,80100,Weekday,Tuesday,Medium_Load
21689,2.77,5.11,0.0,0.0,47.66,100.0,81000,Weekday,Tuesday,Medium_Load
21690,2.77,5.18,0.0,0.0,47.16,100.0,81900,Weekday,Tuesday,Medium_Load
21691,2.77,5.08,0.0,0.0,47.87,100.0,82800,Weekday,Tuesday,Medium_Load
21692,2.74,4.86,0.0,0.0,49.11,100.0,83700,Weekday,Tuesday,Light_Load
21693,2.74,4.72,0.0,0.0,50.2,100.0,84600,Weekday,Tuesday,Light_Load
21694,2.74,4.82,0.0,0.0,49.42,100.0,85500,Weekday,Tuesday,Light_Load
21695,2.74,4.9,0.0,0.0,48.81,100.0,0,Weekday,Tuesday,Light_Load
21696,2.74,4.97,0.0,0.0,48.28,100.0,900,Weekday,Wednesday,Light_Load
21697,2.74,4.93,0.0,0.0,48.58,100.0,1800,Weekday,Wednesday,Light_Load
21698,2.59,4.18,0.0,0.0,52.67,100.0,2700,Weekday,Wednesday,Light_Load
21699,2.63,3.92,0.0,0.0,55.71,100.0,3600,Weekday,Wednesday,Light_Load
21700,2.59,3.92,0.0,0.0,55.13,100.0,4500,Weekday,Wednesday,Light_Load
21701,2.63,4.1,0.0,0.0,53.99,100.0,5400,Weekday,Wednesday,Light_Load
21702,2.63,3.96,0.0,0.0,55.32,100.0,6300,Weekday,Wednesday,Light_Load
21703,2.59,3.92,0.0,0.0,55.13,100.0,7200,Weekday,Wednesday,Light_Load
21704,2.95,3.92,0.0,0.0,60.13,100.0,8100,Weekday,Wednesday,Light_Load
21705,3.13,4.18,0.0,0.0,59.94,100.0,9000,Weekday,Wednesday,Light_Load
21706,3.2,4.64,0.0,0.0,56.77,100.0,9900,Weekday,Wednesday,Light_Load
21707,2.81,4.36,0.0,0.0,54.17,100.0,10800,Weekday,Wednesday,Light_Load
21708,2.59,4.1,0.0,0.0,53.41,100.0,11700,Weekday,Wednesday,Light_Load
21709,2.59,4.25,0.0,0.0,52.04,100.0,12600,Weekday,Wednesday,Light_Load
21710,2.63,4.21,0.0,0.0,52.98,100.0,13500,Weekday,Wednesday,Light_Load
21711,2.7,4.39,0.0,0.0,52.39,100.0,14400,Weekday,Wednesday,Light_Load
21712,2.74,4.46,0.0,0.0,52.35,100.0,15300,Weekday,Wednesday,Light_Load
21713,2.66,4.32,0.0,0.0,52.43,100.0,16200,Weekday,Wednesday,Light_Load
21714,2.59,4.32,0.0,0.0,51.42,100.0,17100,Weekday,Wednesday,Light_Load
21715,2.63,4.39,0.0,0.0,51.39,100.0,18000,Weekday,Wednesday,Light_Load
21716,2.63,4.46,0.0,0.0,50.79,100.0,18900,Weekday,Wednesday,Light_Load
21717,2.63,4.75,0.0,0.0,48.44,100.0,19800,Weekday,Wednesday,Light_Load
21718,2.66,4.5,0.0,0.0,50.89,100.0,20700,Weekday,Wednesday,Light_Load
21719,2.59,4.5,0.0,0.0,49.88,100.0,21600,Weekday,Wednesday,Light_Load
21720,2.59,4.5,0.0,0.0,49.88,100.0,22500,Weekday,Wednesday,Light_Load
21721,2.99,4.25,0.0,0.0,57.54,100.0,23400,Weekday,Wednesday,Light_Load
21722,3.06,4.32,0.0,0.0,57.8,100.0,24300,Weekday,Wednesday,Light_Load
21723,2.59,4.5,0.0,0.0,49.88,100.0,25200,Weekday,Wednesday,Light_Load
21724,2.66,4.46,0.0,0.0,51.22,100.0,26100,Weekday,Wednesday,Light_Load
21725,3.1,4.36,0.0,0.0,57.95,100.0,27000,Weekday,Wednesday,Light_Load
21726,3.64,4.64,0.0,0.0,61.72,100.0,27900,Weekday,Wednesday,Light_Load
21727,5.8,7.52,0.0,0.0,61.07,100.0,28800,Weekday,Wednesday,Light_Load
21728,33.73,31.57,0.0,0.02,73.01,100.0,29700,Weekday,Wednesday,Light_Load
21729,46.76,43.49,0.0,0.02,73.22,100.0,30600,Weekday,Wednesday,Light_Load
21730,56.99,50.62,0.0,0.03,74.77,100.0,31500,Weekday,Wednesday,Light_Load
21731,62.42,32.9,0.0,0.03,88.46,100.0,32400,Weekday,Wednesday,Light_Load
21732,57.46,28.12,0.0,0.03,89.82,100.0,33300,Weekday,Wednesday,Medium_Load
21733,81.11,38.12,0.0,0.04,90.5,100.0,34200,Weekday,Wednesday,Medium_Load
21734,101.02,41.08,0.0,0.05,92.63,100.0,35100,Weekday,Wednesday,Medium_Load
21735,82.3,28.87,0.0,0.04,94.36,100.0,36000,Weekday,Wednesday,Medium_Load
21736,100.69,40.46,0.0,0.05,92.79,100.0,36900,Weekday,Wednesday,Maximum_Load
21737,112.68,48.85,0.0,0.05,91.75,100.0,37800,Weekday,Wednesday,Maximum_Load
21738,99.97,44.32,0.0,0.05,91.42,100.0,38700,Weekday,Wednesday,Maximum_Load
21739,111.17,45.86,0.0,0.05,92.44,100.0,39600,Weekday,Wednesday,Maximum_Load
21740,83.34,44.24,0.0,0.04,88.33,100.0,40500,Weekday,Wednesday,Maximum_Load
21741,113.98,63.4,0.0,0.05,87.39,100.0,41400,Weekday,Wednesday,Maximum_Load
21742,69.7,42.7,0.0,0.03,85.27,100.0,42300,Weekday,Wednesday,Maximum_Load
21743,70.45,38.48,1.22,0.03,87.76,99.99,43200,Weekday,Wednesday,Maximum_Load
21744,6.91,0.0,13.54,0.0,100.0,45.46,44100,Weekday,Wednesday,Medium_Load
21745,7.81,0.0,21.35,0.0,100.0,34.35,45000,Weekday,Wednesday,Medium_Load
21746,7.02,0.0,21.28,0.0,100.0,31.33,45900,Weekday,Wednesday,Medium_Load
21747,7.13,0.0,21.28,0.0,100.0,31.77,46800,Weekday,Wednesday,Medium_Load
21748,46.12,13.07,9.32,0.02,96.21,98.02,47700,Weekday,Wednesday,Maximum_Load
21749,107.35,45.97,0.0,0.05,91.93,100.0,48600,Weekday,Wednesday,Maximum_Load
21750,67.68,24.19,0.0,0.03,94.17,100.0,49500,Weekday,Wednesday,Maximum_Load
21751,103.32,41.9,0.0,0.05,92.67,100.0,50400,Weekday,Wednesday,Maximum_Load
21752,108.68,42.73,0.0,0.05,93.07,100.0,51300,Weekday,Wednesday,Maximum_Load
21753,66.35,26.32,0.0,0.03,92.95,100.0,52200,Weekday,Wednesday,Maximum_Load
21754,99.76,40.61,0.0,0.05,92.62,100.0,53100,Weekday,Wednesday,Maximum_Load
21755,92.27,37.51,0.0,0.04,92.64,100.0,54000,Weekday,Wednesday,Maximum_Load
21756,72.32,28.3,0.0,0.03,93.12,100.0,54900,Weekday,Wednesday,Maximum_Load
21757,49.61,20.56,0.0,0.02,92.38,100.0,55800,Weekday,Wednesday,Maximum_Load
21758,78.05,36.18,0.0,0.04,90.73,100.0,56700,Weekday,Wednesday,Maximum_Load
21759,99.68,40.43,0.0,0.05,92.67,100.0,57600,Weekday,Wednesday,Maximum_Load
21760,99.0,40.1,0.0,0.05,92.69,100.0,58500,Weekday,Wednesday,Maximum_Load
21761,78.19,29.41,0.0,0.04,93.6,100.0,59400,Weekday,Wednesday,Maximum_Load
21762,71.42,21.06,1.44,0.03,95.92,99.98,60300,Weekday,Wednesday,Maximum_Load
21763,18.86,0.04,12.13,0.01,100.0,84.11,61200,Weekday,Wednesday,Maximum_Load
21764,5.4,0.0,19.33,0.0,100.0,26.91,62100,Weekday,Wednesday,Medium_Load
21765,3.96,0.0,14.8,0.0,100.0,25.85,63000,Weekday,Wednesday,Medium_Load
21766,3.85,0.0,14.69,0.0,100.0,25.35,63900,Weekday,Wednesday,Medium_Load
21767,3.38,0.0,14.26,0.0,100.0,23.06,64800,Weekday,Wednesday,Medium_Load
21768,2.99,0.0,6.3,0.0,100.0,42.88,65700,Weekday,Wednesday,Medium_Load
21769,2.81,0.0,4.1,0.0,100.0,56.53,66600,Weekday,Wednesday,Medium_Load
21770,2.99,0.0,9.36,0.0,100.0,30.43,67500,Weekday,Wednesday,Medium_Load
21771,3.2,0.0,14.11,0.0,100.0,22.12,68400,Weekday,Wednesday,Medium_Load
21772,3.17,0.0,14.18,0.0,100.0,21.82,69300,Weekday,Wednesday,Medium_Load
21773,3.1,0.0,14.22,0.0,100.0,21.3,70200,Weekday,Wednesday,Medium_Load
21774,3.13,0.0,14.36,0.0,100.0,21.3,71100,Weekday,Wednesday,Medium_Load
21775,3.13,0.0,14.54,0.0,100.0,21.04,72000,Weekday,Wednesday,Medium_Load
21776,3.17,0.0,14.44,0.0,100.0,21.44,72900,Weekday,Wednesday,Medium_Load
21777,3.28,0.0,14.4,0.0,100.0,22.21,73800,Weekday,Wednesday,Medium_Load
21778,3.13,0.0,14.4,0.0,100.0,21.24,74700,Weekday,Wednesday,Medium_Load
21779,3.2,0.0,14.29,0.0,100.0,21.85,75600,Weekday,Wednesday,Medium_Load
21780,3.2,0.0,14.22,0.0,100.0,21.95,76500,Weekday,Wednesday,Medium_Load
21781,3.28,0.0,14.04,0.0,100.0,22.75,77400,Weekday,Wednesday,Medium_Load
21782,3.24,0.0,13.97,0.0,100.0,22.59,78300,Weekday,Wednesday,Medium_Load
21783,3.28,0.0,13.43,0.0,100.0,23.73,79200,Weekday,Wednesday,Medium_Load
21784,3.56,1.19,3.53,0.0,94.84,71.01,80100,Weekday,Wednesday,Medium_Load
21785,3.1,5.65,0.0,0.0,48.1,100.0,81000,Weekday,Wednesday,Medium_Load
21786,2.81,5.8,0.0,0.0,43.6,100.0,81900,Weekday,Wednesday,Medium_Load
21787,2.84,5.87,0.0,0.0,43.55,100.0,82800,Weekday,Wednesday,Medium_Load
21788,3.38,6.01,0.0,0.0,49.02,100.0,83700,Weekday,Wednesday,Light_Load
21789,3.1,5.8,0.0,0.0,47.14,100.0,84600,Weekday,Wednesday,Light_Load
21790,2.81,5.8,0.0,0.0,43.6,100.0,85500,Weekday,Wednesday,Light_Load
21791,2.81,5.94,0.0,0.0,42.76,100.0,0,Weekday,Wednesday,Light_Load
21792,2.84,5.9,0.0,0.0,43.37,100.0,900,Weekday,Thursday,Light_Load
21793,2.81,5.9,0.0,0.0,43.0,100.0,1800,Weekday,Thursday,Light_Load
21794,2.7,5.29,0.0,0.0,45.46,100.0,2700,Weekday,Thursday,Light_Load
21795,2.66,4.93,0.0,0.0,47.48,100.0,3600,Weekday,Thursday,Light_Load
21796,2.74,4.75,0.0,0.0,49.97,100.0,4500,Weekday,Thursday,Light_Load
21797,2.7,4.79,0.0,0.0,49.1,100.0,5400,Weekday,Thursday,Light_Load
21798,2.7,4.75,0.0,0.0,49.42,100.0,6300,Weekday,Thursday,Light_Load
21799,2.63,4.64,0.0,0.0,49.31,100.0,7200,Weekday,Thursday,Light_Load
21800,2.66,4.97,0.0,0.0,47.19,100.0,8100,Weekday,Thursday,Light_Load
21801,2.66,4.9,0.0,0.0,47.71,100.0,9000,Weekday,Thursday,Light_Load
21802,2.95,4.75,0.0,0.0,52.76,100.0,9900,Weekday,Thursday,Light_Load
21803,3.31,4.57,0.0,0.0,58.66,100.0,10800,Weekday,Thursday,Light_Load
21804,2.74,5.0,0.0,0.0,48.06,100.0,11700,Weekday,Thursday,Light_Load
21805,2.74,5.18,0.0,0.0,46.76,100.0,12600,Weekday,Thursday,Light_Load
21806,2.66,5.04,0.0,0.0,46.68,100.0,13500,Weekday,Thursday,Light_Load
21807,2.74,5.08,0.0,0.0,47.47,100.0,14400,Weekday,Thursday,Light_Load
21808,2.66,5.08,0.0,0.0,46.39,100.0,15300,Weekday,Thursday,Light_Load
21809,2.81,5.33,0.0,0.0,46.64,100.0,16200,Weekday,Thursday,Light_Load
21810,2.7,5.22,0.0,0.0,45.94,100.0,17100,Weekday,Thursday,Light_Load
21811,2.81,5.33,0.0,0.0,46.64,100.0,18000,Weekday,Thursday,Light_Load
21812,3.31,5.87,0.0,0.0,49.12,100.0,18900,Weekday,Thursday,Light_Load
21813,2.81,5.65,0.0,0.0,44.53,100.0,19800,Weekday,Thursday,Light_Load
21814,2.77,5.65,0.0,0.0,44.02,100.0,20700,Weekday,Thursday,Light_Load
21815,2.7,5.62,0.0,0.0,43.3,100.0,21600,Weekday,Thursday,Light_Load
21816,2.74,5.58,0.0,0.0,44.08,100.0,22500,Weekday,Thursday,Light_Load
21817,2.7,5.51,0.0,0.0,44.0,100.0,23400,Weekday,Thursday,Light_Load
